id,lat,lon
699892,59.813924,30.3757091
699897,59.8142302,30.3756387
699900,59.8167068,30.3709389
2327840,59.8952627,30.3311238
2384242,59.911785,30.3976527
2384249,59.9110854,30.393324
2496483,59.9164849,30.3450409
2496511,59.9161085,30.3401333
3603737,59.9498236,30.409853
3603777,59.9485787,30.409688
5027031,59.9282863,30.3362655
5939456,59.8674686,30.3744765
5939469,59.8669764,30.3841605
5939519,59.859925,30.3912662
5939712,59.85818,30.3930528
5939731,59.851493,30.3997768
6299290,59.9116242,30.2765282
6299467,59.9080261,30.2381013
6299767,59.9037013,30.2338479
6299808,59.9029573,30.2218744
6300294,59.8996237,30.2746408
6300320,59.8939644,30.2751005
6300335,59.8930914,30.2742493
6300403,59.8995869,30.2872178
6300572,59.8803287,30.261439
6300585,59.8833319,30.264462
6300598,59.887167,30.2683134
6300646,59.8766355,30.2541875
6300648,59.8766328,30.2566007
6300650,59.8769312,30.2576817
6300651,59.8778833,30.2589519
6300659,59.8728358,30.256043
6300662,59.8604086,30.2338561
6300672,59.8532641,30.2233178
6300675,59.8601427,30.2088098
6300678,59.8600554,30.2136294
6304420,59.8126159,30.1180276
6337720,59.9018533,30.2733948
6337820,59.9010623,30.2855353
6337828,59.9022538,30.2840385
7038617,59.9312951,30.3425272
7038630,59.9352336,30.3435007
8084302,59.9352486,30.2708588
8084303,59.9359831,30.2733671
8084305,59.9314076,30.322928
8084306,59.9308821,30.3211562
8087546,59.8716156,30.3136759
8087549,59.9153836,30.27275
8087559,59.8525446,30.2356037
8087560,59.8524921,30.2371424
8087561,59.8427999,30.2079406
8087567,59.8603404,30.2565822
8087576,59.875878,30.2575101
8087580,59.939113,30.3666942
8087582,59.9091698,30.3393163
8087583,59.9108968,30.3407726
8087584,59.913028,30.3426032
8087585,59.9175477,30.3456988
8087611,59.9280825,30.3770349
8087613,59.9143229,30.3601184
8087625,59.9465943,30.340813
8087626,59.9463912,30.3378663
8087627,59.9448578,30.3383746
8087628,59.9327817,30.3256157
8087637,59.8488873,30.2677861
8087638,59.848865,30.2688878
8087642,59.8644534,30.2951411
8087643,59.8716053,30.2974378
8087657,59.9093036,30.2942275
8087671,59.8644267,30.3370535
8087676,59.8450028,30.3739768
8131490,59.7683713,30.1195032
8131745,59.7956014,30.151881
10586536,59.8651462,30.2576826
10587491,59.851749,30.2340213
10587666,59.8444624,30.2504556
10587817,59.8464206,30.2706748
10587828,59.8434928,30.26513
10588606,59.8598718,30.2136238
10588633,59.8599911,30.2063399
10588635,59.8602206,30.2062554
10588665,59.8597175,30.2331165
10588675,59.8546135,30.2089883
10588676,59.8560208,30.2028047
10588820,59.8561016,30.2024496
10588934,59.8567048,30.1997954
10591070,59.8078327,30.166054
10591077,59.8029729,30.1605612
10591158,59.8286854,30.1904516
10591929,59.851845,30.302902
10591939,59.8518657,30.306618
10593720,59.8164893,30.3835932
10593861,59.8250238,30.4323796
10593888,59.835247,30.4484255
10593917,59.8525556,30.4752046
10593926,59.8537799,30.4839288
10593936,59.8589645,30.4991257
10594086,59.870513,30.4773392
